id,full_name,url,stars,forks,commits,open_issue,closed_issue
187716171,mindsdb/lightwood,https://api.github.com/repos/mindsdb/lightwood,236,51,5352,44,387
23565243,numenta/htmresearch,https://api.github.com/repos/numenta/htmresearch,224,109,5346,29,86
154843614,openvinotoolkit/training_extensions,https://api.github.com/repos/openvinotoolkit/training_extensions,974,373,5302,14,256
204086862,streamlit/streamlit,https://api.github.com/repos/streamlit/streamlit,17814,1598,5300,591,2483
84835419,analysiscenter/batchflow,https://api.github.com/repos/analysiscenter/batchflow,170,39,5296,24,78
222080355,ucb-bar/onnxruntime-riscv,https://api.github.com/repos/ucb-bar/onnxruntime-riscv,28,11,5229,20,29
200722670,NVIDIA/NeMo,https://api.github.com/repos/NVIDIA/NeMo,3894,889,5225,54,1434
25311354,explosion/thinc,https://api.github.com/repos/explosion/thinc,2456,237,5222,16,115
253846879,determined-ai/determined,https://api.github.com/repos/determined-ai/determined,1639,203,5116,23,233
136914524,flairNLP/flair,https://api.github.com/repos/flairNLP/flair,11267,1822,5115,57,2013
88868842,PaddlePaddle/models,https://api.github.com/repos/PaddlePaddle/models,6382,2860,5065,693,1284
26652340,gadgetron/gadgetron,https://api.github.com/repos/gadgetron/gadgetron,180,147,5037,13,234
62117818,apache/carbondata,https://api.github.com/repos/apache/carbondata,1301,690,4962,15,5
45596393,odlgroup/odl,https://api.github.com/repos/odlgroup/odl,234,94,4928,231,688
214165016,DLR-RM/BlenderProc,https://api.github.com/repos/DLR-RM/BlenderProc,1238,233,4905,34,573
133100880,kubeflow/pipelines,https://api.github.com/repos/kubeflow/pipelines,2706,1165,4814,639,2560
180872240,numenta/nupic.research,https://api.github.com/repos/numenta/nupic.research,72,38,4745,5,6
158034767,lscsoft/bilby,https://api.github.com/repos/lscsoft/bilby,28,30,4606,8,1
37536320,epam/Indigo,https://api.github.com/repos/epam/Indigo,181,74,4545,296,360
104741169,microsoft/pai,https://api.github.com/repos/microsoft/pai,2255,496,4518,249,1837
234676361,usc-isi-i2/kgtk,https://api.github.com/repos/usc-isi-i2/kgtk,211,44,4512,187,338
366659969,labelflow/labelflow,https://api.github.com/repos/labelflow/labelflow,156,17,4473,136,372
273041593,carefree0910/carefree-learn,https://api.github.com/repos/carefree0910/carefree-learn,359,32,4368,0,80
290981320,microsoft/fastformers,https://api.github.com/repos/microsoft/fastformers,621,36,4324,0,18
89266735,facebookresearch/ParlAI,https://api.github.com/repos/facebookresearch/ParlAI,8637,1776,4301,66,1442
179664600,deephealthproject/eddl,https://api.github.com/repos/deephealthproject/eddl,30,10,4277,16,144
265612440,coqui-ai/TTS,https://api.github.com/repos/coqui-ai/TTS,4025,381,4214,19,488
102987059,hasktorch/hasktorch,https://api.github.com/repos/hasktorch/hasktorch,853,86,4209,61,116
271579390,RUCAIBox/RecBole,https://api.github.com/repos/RUCAIBox/RecBole,1632,293,4185,56,573
139168534,Xilinx/finn,https://api.github.com/repos/Xilinx/finn,375,146,4185,34,155
101138315,d2l-ai/d2l-zh,https://api.github.com/repos/d2l-ai/d2l-zh,30292,7179,4081,0,0
118849292,ivadomed/ivadomed,https://api.github.com/repos/ivadomed/ivadomed,131,142,4046,252,337
232347878,mlverse/torch,https://api.github.com/repos/mlverse/torch,305,47,4028,60,425
268541551,weecology/DeepTreeAttention,https://api.github.com/repos/weecology/DeepTreeAttention,52,25,4006,12,127
102697867,Epistimio/orion,https://api.github.com/repos/Epistimio/orion,219,45,4002,190,195
40307735,flatironinstitute/CaImAn,https://api.github.com/repos/flatironinstitute/CaImAn,444,296,3991,41,540
178290396,fastestimator/fastestimator,https://api.github.com/repos/fastestimator/fastestimator,43,25,3983,0,11
263723584,borglab/gtsfm,https://api.github.com/repos/borglab/gtsfm,120,13,3961,70,41
75413130,isl-org/Open3D,https://api.github.com/repos/isl-org/Open3D,6227,1554,3954,760,2411
61813823,PyThaiNLP/pythainlp,https://api.github.com/repos/PyThaiNLP/pythainlp,673,211,3938,35,254
61916488,HyperGAN/HyperGAN,https://api.github.com/repos/HyperGAN/HyperGAN,1159,169,3902,17,96
268208314,mindsdb/mindsdb_native,https://api.github.com/repos/mindsdb/mindsdb_native,29,15,3896,18,166
96188406,weihuayi/fealpy,https://api.github.com/repos/weihuayi/fealpy,110,51,3883,48,23
151619717,google-research/google-research,https://api.github.com/repos/google-research/google-research,21992,5219,3867,680,272
58378976,Tiramisu-Compiler/tiramisu,https://api.github.com/repos/Tiramisu-Compiler/tiramisu,777,104,3835,37,25
50189682,cajal/pipeline,https://api.github.com/repos/cajal/pipeline,18,35,3809,9,29
22177757,maranemil/howto,https://api.github.com/repos/maranemil/howto,34,17,3787,0,0
136202695,mlflow/mlflow,https://api.github.com/repos/mlflow/mlflow,11321,2506,3780,885,1872
69389961,microsoft/ELL,https://api.github.com/repos/microsoft/ELL,2164,300,3771,29,185
93868719,cornellius-gp/gpytorch,https://api.github.com/repos/cornellius-gp/gpytorch,2684,411,3748,299,905
100470837,vespa-engine/sample-apps,https://api.github.com/repos/vespa-engine/sample-apps,155,71,3699,0,0
206917330,axinc-ai/ailia-models,https://api.github.com/repos/axinc-ai/ailia-models,345,81,3685,164,335
198232685,deepmind/open_spiel,https://api.github.com/repos/deepmind/open_spiel,3085,649,3676,35,415
202580388,AIStream-Peelout/flow-forecast,https://api.github.com/repos/AIStream-Peelout/flow-forecast,894,151,3644,74,104
313282739,Ascend/samples,https://api.github.com/repos/Ascend/samples,26,14,3541,0,8
182054091,getkeops/keops,https://api.github.com/repos/getkeops/keops,626,43,3518,77,162
277549433,akshitagupta15june/Face-X,https://api.github.com/repos/akshitagupta15june/Face-X,142,218,3511,37,438
37615400,kristinbranson/APT,https://api.github.com/repos/kristinbranson/APT,57,10,3474,152,249
102904613,Unity-Technologies/ml-agents,https://api.github.com/repos/Unity-Technologies/ml-agents,12452,3327,3459,113,2619
90328920,intel-analytics/analytics-zoo,https://api.github.com/repos/intel-analytics/analytics-zoo,2474,713,3442,407,854
38152816,modernmt/modernmt,https://api.github.com/repos/modernmt/modernmt,260,55,3406,56,523
73328905,pytorch/vision,https://api.github.com/repos/pytorch/vision,10905,5635,3403,696,2059
156293205,pytorch/xla,https://api.github.com/repos/pytorch/xla,1548,246,3403,217,1105
104623696,Ewenwan/MVision,https://api.github.com/repos/Ewenwan/MVision,6264,2484,3394,15,17
188732560,jim-schwoebel/allie,https://api.github.com/repos/jim-schwoebel/allie,90,22,3394,16,22
141988388,nnstreamer/nnstreamer,https://api.github.com/repos/nnstreamer/nnstreamer,457,125,3357,85,1379
152634113,microsoft/CameraTraps,https://api.github.com/repos/microsoft/CameraTraps,407,154,3355,4,68
60626727,tensorlayer/TensorLayer,https://api.github.com/repos/tensorlayer/TensorLayer,6889,1542,3353,21,441
163346054,ludwig-ai/ludwig,https://api.github.com/repos/ludwig-ai/ludwig,8136,970,3349,214,683
250213286,huggingface/datasets,https://api.github.com/repos/huggingface/datasets,12527,1513,3348,447,1605
138826968,XiaoMi/mace,https://api.github.com/repos/XiaoMi/mace,4576,790,3344,51,617
212488700,pytorch/serve,https://api.github.com/repos/pytorch/serve,2431,469,3333,207,952
177415822,cisco/mindmeld,https://api.github.com/repos/cisco/mindmeld,550,149,3317,18,97
172640711,lightvector/KataGo,https://api.github.com/repos/lightvector/KataGo,1530,331,3316,258,367
231361064,databand-ai/dbnd,https://api.github.com/repos/databand-ai/dbnd,219,22,3293,0,4
250692948,mindspore-ai/mindinsight,https://api.github.com/repos/mindspore-ai/mindinsight,88,19,3283,4,1
30509483,clab/dynet,https://api.github.com/repos/clab/dynet,3279,704,3272,264,665
36077404,jolibrain/deepdetect,https://api.github.com/repos/jolibrain/deepdetect,2330,542,3230,80,341
103009093,hirofumi0810/neural_sp,https://api.github.com/repos/hirofumi0810/neural_sp,523,127,3218,44,45
68254498,cleverhans-lab/cleverhans,https://api.github.com/repos/cleverhans-lab/cleverhans,5410,1351,3203,25,422
80733109,azavea/raster-vision,https://api.github.com/repos/azavea/raster-vision,1530,320,3170,24,641
129936360,PennyLaneAI/pennylane,https://api.github.com/repos/PennyLaneAI/pennylane,1169,353,3167,195,698
104854615,stanfordnlp/stanza,https://api.github.com/repos/stanfordnlp/stanza,6010,779,3146,82,674
245145949,ContinualAI/avalanche,https://api.github.com/repos/ContinualAI/avalanche,744,115,3127,78,559
43400734,denizyuret/Knet.jl,https://api.github.com/repos/denizyuret/Knet.jl,1333,233,3086,140,355
196905457,s3prl/s3prl,https://api.github.com/repos/s3prl/s3prl,1104,224,3026,34,301
135768037,NVIDIA/DALI,https://api.github.com/repos/NVIDIA/DALI,3717,480,3015,219,1126
65924871,probml/pyprobml,https://api.github.com/repos/probml/pyprobml,4283,996,2997,30,421
78206288,CEA-LIST/N2D2,https://api.github.com/repos/CEA-LIST/N2D2,98,22,2994,3,103
50878370,lamastex/scalable-data-science,https://api.github.com/repos/lamastex/scalable-data-science,148,83,2989,0,1
160206018,WLM1ke/poptimizer,https://api.github.com/repos/WLM1ke/poptimizer,78,22,2948,4,58
291297151,tky823/DNN-based_source_separation,https://api.github.com/repos/tky823/DNN-based_source_separation,133,32,2937,7,18
151636194,triton-inference-server/server,https://api.github.com/repos/triton-inference-server/server,3277,770,2913,204,2336
135673451,microsoft/nni,https://api.github.com/repos/microsoft/nni,11015,1567,2905,257,1583
110621895,aws/sagemaker-python-sdk,https://api.github.com/repos/aws/sagemaker-python-sdk,1575,743,2905,416,771
205706595,mlrun/mlrun,https://api.github.com/repos/mlrun/mlrun,576,122,2905,57,159
130375797,dmlc/dgl,https://api.github.com/repos/dmlc/dgl,8961,2040,2902,280,1798
150974871,fastai/fastai_dev,https://api.github.com/repos/fastai/fastai_dev,608,347,2895,6,62
169442310,amaiya/ktrain,https://api.github.com/repos/amaiya/ktrain,953,237,2885,0,444
312259012,PaddlePaddle/PaddleVideo,https://api.github.com/repos/PaddlePaddle/PaddleVideo,693,192,2884,167,60
95879426,Tencent/ncnn,https://api.github.com/repos/Tencent/ncnn,13831,3322,2849,900,2023
226835846,fgnt/paderbox,https://api.github.com/repos/fgnt/paderbox,25,123,2786,1,4
242672435,pykeen/pykeen,https://api.github.com/repos/pykeen/pykeen,721,103,2784,74,400
293755225,opendr-eu/opendr,https://api.github.com/repos/opendr-eu/opendr,202,31,2782,18,51
203975315,gazprom-neft/seismiqb,https://api.github.com/repos/gazprom-neft/seismiqb,64,21,2761,7,16
91356408,allenai/allennlp,https://api.github.com/repos/allenai/allennlp,10814,2161,2719,80,2477
82841862,OpenNMT/OpenNMT-py,https://api.github.com/repos/OpenNMT/OpenNMT-py,5467,2076,2711,16,1345
52581991,snorkel-team/snorkel,https://api.github.com/repos/snorkel-team/snorkel,5029,810,2685,17,957
146165888,ultralytics/yolov3,https://api.github.com/repos/ultralytics/yolov3,8336,3086,2672,11,1770
225903949,tum-pbs/PhiFlow,https://api.github.com/repos/tum-pbs/PhiFlow,537,84,2658,2,38
201441751,milvus-io/bootcamp,https://api.github.com/repos/milvus-io/bootcamp,743,324,2647,32,193
213238221,memray/OpenNMT-kpg-release,https://api.github.com/repos/memray/OpenNMT-kpg-release,139,25,2639,0,56
107937815,aws/amazon-sagemaker-examples,https://api.github.com/repos/aws/amazon-sagemaker-examples,6561,4940,2609,588,711
264818686,ultralytics/yolov5,https://api.github.com/repos/ultralytics/yolov5,22409,7979,2600,233,7415
215173055,QData/TextAttack,https://api.github.com/repos/QData/TextAttack,1849,230,2582,24,208
205501574,THUDM/KBRD,https://api.github.com/repos/THUDM/KBRD,106,21,2581,1,21
105591065,kengz/SLM-Lab,https://api.github.com/repos/kengz/SLM-Lab,1022,206,2569,12,54
247562854,jina-ai/jina-hub,https://api.github.com/repos/jina-ai/jina-hub,95,54,2561,4,356
285068545,nightsnack/YOLObile,https://api.github.com/repos/nightsnack/YOLObile,323,95,2557,9,10
214485001,Project-MONAI/MONAI,https://api.github.com/repos/Project-MONAI/MONAI,2746,532,2542,246,2062
154412076,IntelAI/models,https://api.github.com/repos/IntelAI/models,342,141,2528,24,30
124240220,fastnlp/fastNLP,https://api.github.com/repos/fastnlp/fastNLP,2501,413,2484,53,154
281528773,intel/neural-compressor,https://api.github.com/repos/intel/neural-compressor,299,56,2477,10,82
140285687,osmr/imgclsmob,https://api.github.com/repos/osmr/imgclsmob,2475,499,2476,10,84
165574674,richieBao/python-urbanPlanning,https://api.github.com/repos/richieBao/python-urbanPlanning,85,39,2476,0,0
227367327,PINTO0309/PINTO_model_zoo,https://api.github.com/repos/PINTO0309/PINTO_model_zoo,1467,251,2445,7,251
160007582,freewym/espresso,https://api.github.com/repos/freewym/espresso,882,118,2436,6,48
91284550,studioml/studio,https://api.github.com/repos/studioml/studio,374,52,2410,57,195
136200312,madminer-tool/madminer,https://api.github.com/repos/madminer-tool/madminer,59,32,2403,24,64
368783708,GEM-benchmark/NL-Augmenter,https://api.github.com/repos/GEM-benchmark/NL-Augmenter,564,174,2392,19,30
45495679,EpistasisLab/tpot,https://api.github.com/repos/EpistasisLab/tpot,8445,1454,2390,268,607
94506832,pyro-ppl/pyro,https://api.github.com/repos/pyro-ppl/pyro,7316,895,2375,209,786
283347912,opentensor/bittensor,https://api.github.com/repos/opentensor/bittensor,82,23,2368,4,106
145693916,kornia/kornia,https://api.github.com/repos/kornia/kornia,5932,597,2361,204,513
329405026,deislabs/mystikos,https://api.github.com/repos/deislabs/mystikos,80,41,2356,97,182
258529948,lhotse-speech/lhotse,https://api.github.com/repos/lhotse-speech/lhotse,402,83,2350,68,209
263555721,shinya7y/UniverseNet,https://api.github.com/repos/shinya7y/UniverseNet,288,35,2308,4,33
198902668,jhu-lcsr/good_robot,https://api.github.com/repos/jhu-lcsr/good_robot,66,17,2308,4,1
36196800,vortex-exoplanet/VIP,https://api.github.com/repos/vortex-exoplanet/VIP,55,38,2299,6,109
169880381,facebook/Ax,https://api.github.com/repos/facebook/Ax,1711,187,2293,24,475
178976529,bentoml/BentoML,https://api.github.com/repos/bentoml/BentoML,3242,378,2289,125,696
74505259,slundberg/shap,https://api.github.com/repos/slundberg/shap,15535,2347,2277,1533,629
245036506,microsoft/archai,https://api.github.com/repos/microsoft/archai,327,63,2267,3,22
196501110,AI4Finance-Foundation/ElegantRL,https://api.github.com/repos/AI4Finance-Foundation/ElegantRL,1690,358,2251,82,110
179728393,microsoft/nlp-recipes,https://api.github.com/repos/microsoft/nlp-recipes,5832,854,2241,63,148
53344691,pyannote/pyannote-audio,https://api.github.com/repos/pyannote/pyannote-audio,1429,304,2232,61,677
87116976,EricCousineau-TRI/repro,https://api.github.com/repos/EricCousineau-TRI/repro,15,14,2231,0,1
233944205,allenai/allenact,https://api.github.com/repos/allenai/allenact,188,37,2213,36,47
218481618,sooftware/kospeech,https://api.github.com/repos/sooftware/kospeech,343,119,2210,13,114
155687643,SimonBlanke/Hyperactive,https://api.github.com/repos/SimonBlanke/Hyperactive,368,32,2205,9,44
145670234,open-mmlab/mmdetection,https://api.github.com/repos/open-mmlab/mmdetection,18356,6693,2198,508,6214
102057483,deepinsight/insightface,https://api.github.com/repos/deepinsight/insightface,11228,3646,2185,1200,919
118620583,mozilla/TTS,https://api.github.com/repos/mozilla/TTS,5647,907,2184,6,533
392995634,DigitalPhonetics/IMS-Toucan,https://api.github.com/repos/DigitalPhonetics/IMS-Toucan,41,18,2176,4,60
76095264,autorope/donkeycar,https://api.github.com/repos/autorope/donkeycar,2215,1142,2174,81,326
276036730,pykale/pykale,https://api.github.com/repos/pykale/pykale,321,40,2152,0,87
67240429,pytorch/builder,https://api.github.com/repos/pytorch/builder,208,156,2147,43,38
30907774,spmallick/learnopencv,https://api.github.com/repos/spmallick/learnopencv,15702,9910,2143,197,86
237431920,e3nn/e3nn,https://api.github.com/repos/e3nn/e3nn,371,54,2135,14,128
117295639,ellisk42/ec,https://api.github.com/repos/ellisk42/ec,284,89,2132,20,9
249615315,nnstreamer/nntrainer,https://api.github.com/repos/nnstreamer/nntrainer,66,33,2116,166,452
217475193,PaddlePaddle/PaddleDetection,https://api.github.com/repos/PaddlePaddle/PaddleDetection,6365,1624,2113,843,3630
150192807,IBM/mi-prometheus,https://api.github.com/repos/IBM/mi-prometheus,41,17,2111,32,46
44517034,atmtools/typhon,https://api.github.com/repos/atmtools/typhon,43,32,2108,11,46
95149886,usnistgov/jarvis,https://api.github.com/repos/usnistgov/jarvis,150,86,2086,35,42
237029113,stanford-oval/genienlp,https://api.github.com/repos/stanford-oval/genienlp,41,17,2055,12,34
422274596,hpcaitech/ColossalAI,https://api.github.com/repos/hpcaitech/ColossalAI,888,119,2054,243,367
191126383,allegroai/clearml,https://api.github.com/repos/allegroai/clearml,3007,412,2009,354,387
100326126,plaidml/plaidml,https://api.github.com/repos/plaidml/plaidml,4337,407,1987,275,322
221654678,deepset-ai/haystack,https://api.github.com/repos/deepset-ai/haystack,4207,682,1976,302,1642
69709572,pytorch/tutorials,https://api.github.com/repos/pytorch/tutorials,5786,3204,1975,176,428
125682590,yghlc/Landuse_DL,https://api.github.com/repos/yghlc/Landuse_DL,23,14,1964,0,2
48189266,LBL-EESA/TECA,https://api.github.com/repos/LBL-EESA/TECA,32,19,1960,132,262
280043130,graph4ai/graph4nlp,https://api.github.com/repos/graph4ai/graph4nlp,1209,148,1941,4,162
323651234,EleutherAI/gpt-neox,https://api.github.com/repos/EleutherAI/gpt-neox,1709,193,1932,51,223
137789266,nyu-mll/jiant,https://api.github.com/repos/nyu-mll/jiant,1373,266,1930,67,485
275276531,benedekrozemberczki/pytorch_geometric_temporal,https://api.github.com/repos/benedekrozemberczki/pytorch_geometric_temporal,1347,199,1930,17,121
227118913,fgnt/padertorch,https://api.github.com/repos/fgnt/padertorch,53,12,1927,4,6
90321822,pytorch/audio,https://api.github.com/repos/pytorch/audio,1594,387,1919,159,581
287463830,microsoft/qlib,https://api.github.com/repos/microsoft/qlib,8074,1386,1901,171,514
228557692,fangwei123456/spikingjelly,https://api.github.com/repos/fangwei123456/spikingjelly,280,75,1890,47,192
234634164,aws/deep-learning-containers,https://api.github.com/repos/aws/deep-learning-containers,363,218,1882,101,63
87953014,funkey/gunpowder,https://api.github.com/repos/funkey/gunpowder,40,44,1880,17,29
399571110,ofirpress/attention_with_linear_biases,https://api.github.com/repos/ofirpress/attention_with_linear_biases,150,14,1876,1,8
108300713,paninski-lab/yass,https://api.github.com/repos/paninski-lab/yass,49,14,1873,3,228
160988469,flexflow/FlexFlow,https://api.github.com/repos/flexflow/FlexFlow,436,92,1872,91,195
212747520,ThilinaRajapakse/simpletransformers,https://api.github.com/repos/ThilinaRajapakse/simpletransformers,2982,618,1866,31,1032
114339844,chainer/chainerui,https://api.github.com/repos/chainer/chainerui,171,29,1860,10,60
363765247,KoboldAI/KoboldAI-Client,https://api.github.com/repos/KoboldAI/KoboldAI-Client,177,42,1859,52,90
213517609,IBM/transition-amr-parser,https://api.github.com/repos/IBM/transition-amr-parser,67,19,1846,9,28
231034634,zldrobit/onnx_tflite_yolov3,https://api.github.com/repos/zldrobit/onnx_tflite_yolov3,64,21,1844,1,11
339507851,mlcommons/algorithmic-efficiency,https://api.github.com/repos/mlcommons/algorithmic-efficiency,47,15,1835,25,73
154232678,sql-machine-learning/elasticdl,https://api.github.com/repos/sql-machine-learning/elasticdl,653,112,1827,89,734
226315888,torch-points3d/torch-points3d,https://api.github.com/repos/torch-points3d/torch-points3d,1705,276,1813,65,288
159849583,UW-COSMOS/Cosmos,https://api.github.com/repos/UW-COSMOS/Cosmos,29,11,1811,28,33
283871761,llvm/torch-mlir,https://api.github.com/repos/llvm/torch-mlir,321,80,1805,106,291
235320732,pfnet/pytorch-pfn-extras,https://api.github.com/repos/pfnet/pytorch-pfn-extras,226,39,1798,47,95
35872353,mittagessen/kraken,https://api.github.com/repos/mittagessen/kraken,370,80,1789,12,352
196406270,f-dangel/backpack,https://api.github.com/repos/f-dangel/backpack,378,37,1770,17,47
107235080,delta-onera/delta_tb,https://api.github.com/repos/delta-onera/delta_tb,41,17,1756,1,1
120948040,BindsNET/bindsnet,https://api.github.com/repos/BindsNET/bindsnet,1011,276,1755,12,215
69385554,daiwk/daiwk.github.io,https://api.github.com/repos/daiwk/daiwk.github.io,32,13,1749,0,0
171952729,openpifpaf/openpifpaf,https://api.github.com/repos/openpifpaf/openpifpaf,874,192,1747,26,237
197020652,aramis-lab/clinicadl,https://api.github.com/repos/aramis-lab/clinicadl,103,42,1746,14,126
83158675,MushroomRL/mushroom-rl,https://api.github.com/repos/MushroomRL/mushroom-rl,560,101,1745,3,45
143080897,facebookresearch/pytext,https://api.github.com/repos/facebookresearch/pytext,6276,814,1735,61,74
123486600,microsoft/Windows-Machine-Learning,https://api.github.com/repos/microsoft/Windows-Machine-Learning,794,368,1729,5,116
24976755,hankcs/HanLP,https://api.github.com/repos/hankcs/HanLP,25012,6671,1723,7,1353
47694811,jcmgray/quimb,https://api.github.com/repos/jcmgray/quimb,238,54,1715,39,74
403722591,wmcnally/kapao,https://api.github.com/repos/wmcnally/kapao,440,51,1709,25,63
176982014,NVIDIA/Megatron-LM,https://api.github.com/repos/NVIDIA/Megatron-LM,2718,534,1698,147,62
145385156,catalyst-team/catalyst,https://api.github.com/repos/catalyst-team/catalyst,2846,354,1698,3,344
94331757,bethgelab/foolbox,https://api.github.com/repos/bethgelab/foolbox,2155,385,1696,26,333
278810244,open-mmlab/mmaction2,https://api.github.com/repos/open-mmlab/mmaction2,1716,543,1694,93,967
