id,full_name,url,stars,forks,forked,commits,open_issue,closed_issue
157565932,eth-sri/eran,https://api.github.com/repos/eth-sri/eran,240,83,False,495,10,84
138826167,MIDS-scaling-up/v2,https://api.github.com/repos/MIDS-scaling-up/v2,74,111,False,1199,13,5
257801423,cap-ntu/ML-Model-CI,https://api.github.com/repos/cap-ntu/ML-Model-CI,156,27,False,843,26,91
23565243,numenta/htmresearch,https://api.github.com/repos/numenta/htmresearch,224,109,False,5346,29,86
19313806,scikit-multilearn/scikit-multilearn,https://api.github.com/repos/scikit-multilearn/scikit-multilearn,719,140,False,490,90,95
114399769,harish2704/pottan-ocr,https://api.github.com/repos/harish2704/pottan-ocr,44,11,False,245,3,11
262236251,SR-Sunny-Raj/Hacktoberfest2021-DSA,https://api.github.com/repos/SR-Sunny-Raj/Hacktoberfest2021-DSA,242,1108,False,2773,1,114
163235189,jasonwei20/eda_nlp,https://api.github.com/repos/jasonwei20/eda_nlp,1177,243,False,57,8,29
131086211,mvaleriani/Shallow,https://api.github.com/repos/mvaleriani/Shallow,41,12,False,163,1,0
260499197,nasa/delta,https://api.github.com/repos/nasa/delta,141,46,False,724,2,32
268641449,mlcommons/tiny,https://api.github.com/repos/mlcommons/tiny,161,39,False,200,9,13
137616563,MLBazaar/MLPrimitives,https://api.github.com/repos/MLBazaar/MLPrimitives,62,35,False,621,30,119
51213210,dennyglee/databricks,https://api.github.com/repos/dennyglee/databricks,162,128,False,267,2,0
52899913,mdbloice/Augmentor,https://api.github.com/repos/mdbloice/Augmentor,4620,840,False,548,118,73
85799683,christophM/interpretable-ml-book,https://api.github.com/repos/christophM/interpretable-ml-book,4003,848,False,1934,27,151
399383425,daydreaming666/Amenoma,https://api.github.com/repos/daydreaming666/Amenoma,196,22,False,150,17,34
340619916,mini-pw/2021L-WUM,https://api.github.com/repos/mini-pw/2021L-WUM,14,54,False,0,0,0
132036733,yuxiaohuang/teaching,https://api.github.com/repos/yuxiaohuang/teaching,41,116,False,167,0,0
255000791,jakewalter/easyQuake,https://api.github.com/repos/jakewalter/easyQuake,30,10,False,298,5,2
326945989,codebasics/deep-learning-keras-tf-tutorial,https://api.github.com/repos/codebasics/deep-learning-keras-tf-tutorial,252,757,False,31,4,0
250248941,asmaa4may/DeTraC_COVId19,https://api.github.com/repos/asmaa4may/DeTraC_COVId19,24,21,False,106,5,4
49208719,Qwaz/solved-hacking-problem,https://api.github.com/repos/Qwaz/solved-hacking-problem,76,23,False,167,1,1
209895143,faustomorales/keras-ocr,https://api.github.com/repos/faustomorales/keras-ocr,969,249,False,204,76,110
401780066,girlscript/winter-of-contributing,https://api.github.com/repos/girlscript/winter-of-contributing,929,1658,False,10156,1175,2923
81080747,davidam/python-examples,https://api.github.com/repos/davidam/python-examples,12,11,False,1752,0,0
105699750,yzhao062/pyod,https://api.github.com/repos/yzhao062/pyod,5224,1031,False,1651,142,141
118073734,Koziev/chatbot,https://api.github.com/repos/Koziev/chatbot,162,44,False,573,28,30
65924871,probml/pyprobml,https://api.github.com/repos/probml/pyprobml,4247,986,False,2997,30,421
256262711,huangrt01/CS-Notes,https://api.github.com/repos/huangrt01/CS-Notes,2956,431,False,170,2,3
289474353,dphi-official/Deep_Learning_Bootcamp,https://api.github.com/repos/dphi-official/Deep_Learning_Bootcamp,66,106,False,73,0,2
244779195,julrog/nn_vis,https://api.github.com/repos/julrog/nn_vis,619,123,False,153,3,14
45074604,dataiku/dataiku-contrib,https://api.github.com/repos/dataiku/dataiku-contrib,87,75,False,947,21,45
111952660,ikatsov/tensor-house,https://api.github.com/repos/ikatsov/tensor-house,611,292,False,124,7,3
309504885,truera/trulens,https://api.github.com/repos/truera/trulens,136,13,False,99,7,9
178290396,fastestimator/fastestimator,https://api.github.com/repos/fastestimator/fastestimator,40,25,False,3983,0,11
239982831,whayoung27/AI-Burning-Day_Result,https://api.github.com/repos/whayoung27/AI-Burning-Day_Result,15,37,False,184,0,0
199207364,ahmedfgad/AndroidFlask,https://api.github.com/repos/ahmedfgad/AndroidFlask,41,25,False,17,0,5
193117233,gmalivenko/onnx2keras,https://api.github.com/repos/gmalivenko/onnx2keras,145,81,False,164,91,25
253398267,PacktPublishing/Hands-On-Vision-and-Behavior-for-Self-Driving-Cars,https://api.github.com/repos/PacktPublishing/Hands-On-Vision-and-Behavior-for-Self-Driving-Cars,33,13,False,63,0,1
185163813,PacktPublishing/Building-Recommender-Systems-with-Machine-Learning-and-AI,https://api.github.com/repos/PacktPublishing/Building-Recommender-Systems-with-Machine-Learning-and-AI,59,42,False,13,1,0
88967358,PacktPublishing/Deep-Learning-with-Keras,https://api.github.com/repos/PacktPublishing/Deep-Learning-with-Keras,1033,727,False,77,0,13
311372221,PacktPublishing/Graph-Machine-Learning,https://api.github.com/repos/PacktPublishing/Graph-Machine-Learning,85,53,False,35,0,6
151050847,PacktPublishing/Hands-On-Computer-Vision-with-TensorFlow-2,https://api.github.com/repos/PacktPublishing/Hands-On-Computer-Vision-with-TensorFlow-2,298,237,False,103,1,12
185384163,PacktPublishing/Hands-On-Machine-Learning-for-Algorithmic-Trading,https://api.github.com/repos/PacktPublishing/Hands-On-Machine-Learning-for-Algorithmic-Trading,798,493,False,19,4,8
163647611,PacktPublishing/Hands-on-Machine-Learning-for-Cyber-Security,https://api.github.com/repos/PacktPublishing/Hands-on-Machine-Learning-for-Cyber-Security,105,75,False,18,1,1
237134167,AmirulOm/tensorflow_capi_sample,https://api.github.com/repos/AmirulOm/tensorflow_capi_sample,76,18,False,14,2,0
376177741,https-deeplearning-ai/tensorflow-2-public,https://api.github.com/repos/https-deeplearning-ai/tensorflow-2-public,77,112,False,91,2,1
139707483,PacktPublishing/Robot-Operating-System-Cookbook,https://api.github.com/repos/PacktPublishing/Robot-Operating-System-Cookbook,50,33,False,14,1,1
242094381,PacktPublishing/Machine-Learning-Using-TensorFlow-Cookbook,https://api.github.com/repos/PacktPublishing/Machine-Learning-Using-TensorFlow-Cookbook,36,24,False,39,1,1
120280421,PacktPublishing/Practical-Computer-Vision,https://api.github.com/repos/PacktPublishing/Practical-Computer-Vision,24,26,False,11,3,1
261059191,airctic/icevision,https://api.github.com/repos/airctic/icevision,567,91,False,1234,58,510
153459506,marl/openl3,https://api.github.com/repos/marl/openl3,266,42,False,333,23,40
291283941,Dipeshpal/Jarvis_AI,https://api.github.com/repos/Dipeshpal/Jarvis_AI,135,72,False,99,2,15
159427040,anki/vector-python-sdk,https://api.github.com/repos/anki/vector-python-sdk,501,328,False,156,21,12
105032405,kusterlab/prosit,https://api.github.com/repos/kusterlab/prosit,59,39,False,46,21,74
151281592,PSLmodels/PCI-China,https://api.github.com/repos/PSLmodels/PCI-China,158,49,False,247,2,4
382298122,Fraunhofer-IMS/AIfES_for_Arduino,https://api.github.com/repos/Fraunhofer-IMS/AIfES_for_Arduino,100,16,False,25,8,5
307009244,ben1234560/AiLearning-Theory-Applying,https://api.github.com/repos/ben1234560/AiLearning-Theory-Applying,1014,168,False,550,1,1
323125811,niconielsen32/NeuralNetworks,https://api.github.com/repos/niconielsen32/NeuralNetworks,23,26,False,30,2,0
129340749,hunter-heidenreich/ML-Open-Source-Implementations,https://api.github.com/repos/hunter-heidenreich/ML-Open-Source-Implementations,25,27,False,9,0,0
133816718,wikistat/High-Dimensional-Deep-Learning,https://api.github.com/repos/wikistat/High-Dimensional-Deep-Learning,25,22,False,128,0,0
135913708,kujirahand/book-mlearn-gyomu,https://api.github.com/repos/kujirahand/book-mlearn-gyomu,109,83,False,105,1,8
220010796,Dhruv2012/Autonomous-Farm-Robot,https://api.github.com/repos/Dhruv2012/Autonomous-Farm-Robot,27,19,False,287,0,2
89018492,broadinstitute/keras-resnet,https://api.github.com/repos/broadinstitute/keras-resnet,278,124,False,124,27,14
155294132,muhaochen/seq_ppi,https://api.github.com/repos/muhaochen/seq_ppi,52,15,False,82,1,14
202374773,kjmazidi/NLP,https://api.github.com/repos/kjmazidi/NLP,17,14,False,135,0,0
187989988,kpe/bert-for-tf2,https://api.github.com/repos/kpe/bert-for-tf2,749,179,False,184,26,63
64289132,NeuromorphicProcessorProject/snn_toolbox,https://api.github.com/repos/NeuromorphicProcessorProject/snn_toolbox,244,92,False,659,4,113
152908652,tawnkramer/gym-donkeycar,https://api.github.com/repos/tawnkramer/gym-donkeycar,130,76,False,238,0,0
114080451,NumesSanguis/FACSvatar,https://api.github.com/repos/NumesSanguis/FACSvatar,312,83,False,149,23,12
94073305,ziqizhang/chase,https://api.github.com/repos/ziqizhang/chase,28,15,False,265,0,0
185701977,huaweicloud/ModelArts-Lab,https://api.github.com/repos/huaweicloud/ModelArts-Lab,891,867,False,2536,60,111
83335474,tiepvupsu/tiepvupsu.github.io,https://api.github.com/repos/tiepvupsu/tiepvupsu.github.io,548,505,False,1696,3,4
114208318,syntithenai/opensnips,https://api.github.com/repos/syntithenai/opensnips,50,19,False,42,1,2
122580549,TrainingByPackt/Beginning-Application-Development-with-TensorFlow-and-Keras,https://api.github.com/repos/TrainingByPackt/Beginning-Application-Development-with-TensorFlow-and-Keras,40,53,False,17,2,0
141228949,tracholar/ml-homework-cz,https://api.github.com/repos/tracholar/ml-homework-cz,21,10,False,388,0,1
302535554,tinyMLx/colabs,https://api.github.com/repos/tinyMLx/colabs,65,67,False,139,0,1
143543220,rodrigopivi/aida,https://api.github.com/repos/rodrigopivi/aida,70,21,False,34,0,2
240737265,lmoroney/tfbook,https://api.github.com/repos/lmoroney/tfbook,241,120,False,245,10,5
144551119,beringresearch/ivis,https://api.github.com/repos/beringresearch/ivis,255,27,False,623,3,56
60270076,bottler/iisignature,https://api.github.com/repos/bottler/iisignature,53,13,False,170,4,16
204796113,tensorflow/neural-structured-learning,https://api.github.com/repos/tensorflow/neural-structured-learning,894,173,False,554,1,67
164386792,DjangoPeng/tensorflow-101,https://api.github.com/repos/DjangoPeng/tensorflow-101,414,629,False,62,8,2
28271433,antkillerfarm/antkillerfarm_crazy,https://api.github.com/repos/antkillerfarm/antkillerfarm_crazy,14,20,False,416,0,0
90648390,duolinwang/MusiteDeep,https://api.github.com/repos/duolinwang/MusiteDeep,38,17,False,107,8,1
196285151,aws-samples/eks-workshop-greater-china,https://api.github.com/repos/aws-samples/eks-workshop-greater-china,121,90,False,171,10,12
279545906,EscVM/EscVM_YT,https://api.github.com/repos/EscVM/EscVM_YT,14,14,False,68,1,2
126838888,minimaxir/person-blocker,https://api.github.com/repos/minimaxir/person-blocker,2023,216,False,16,8,0
332884230,devfmx/master-data-ai,https://api.github.com/repos/devfmx/master-data-ai,14,24,False,183,67,16
248224466,sands-lab/grace,https://api.github.com/repos/sands-lab/grace,79,27,False,66,1,22
195336097,ysyscool/SGDNet,https://api.github.com/repos/ysyscool/SGDNet,64,13,False,13,8,0
106632600,jskDr/keraspp,https://api.github.com/repos/jskDr/keraspp,177,103,False,73,7,1
126160535,ZFTurbo/Verilog-Generator-of-Neural-Net-Digit-Detector-for-FPGA,https://api.github.com/repos/ZFTurbo/Verilog-Generator-of-Neural-Net-Digit-Detector-for-FPGA,207,74,False,57,16,11
414875535,tianmiantech/WeFe,https://api.github.com/repos/tianmiantech/WeFe,63,14,False,839,4,6
327888836,samihormi/Multi-Camera-Person-Tracking-and-Re-Identification,https://api.github.com/repos/samihormi/Multi-Camera-Person-Tracking-and-Re-Identification,53,25,False,44,9,3
338987305,rahul-raoniar/Rahul_Raoniar_Blogs,https://api.github.com/repos/rahul-raoniar/Rahul_Raoniar_Blogs,11,14,False,58,0,0
90776775,bnaul/IrregularTimeSeriesAutoencoderPaper,https://api.github.com/repos/bnaul/IrregularTimeSeriesAutoencoderPaper,56,30,False,16,1,1
301266649,purseclab/ATLAS,https://api.github.com/repos/purseclab/ATLAS,26,16,False,19,4,10
267679105,JanMarcelKezmann/TensorFlow-Advanced-Segmentation-Models,https://api.github.com/repos/JanMarcelKezmann/TensorFlow-Advanced-Segmentation-Models,60,20,False,191,8,16
198530422,multi-commander/Multi-Commander,https://api.github.com/repos/multi-commander/Multi-Commander,67,17,False,135,3,7
211104213,pvitoria/ChromaGAN,https://api.github.com/repos/pvitoria/ChromaGAN,149,27,False,133,2,10
130925879,nilmeier/DSatEnterpriseScale,https://api.github.com/repos/nilmeier/DSatEnterpriseScale,23,21,False,47,1,0
107602547,instacart/lore,https://api.github.com/repos/instacart/lore,1537,128,False,274,16,19
147568367,Adamdad/keras-YOLOv3-mobilenet,https://api.github.com/repos/Adamdad/keras-YOLOv3-mobilenet,569,168,False,51,47,16
128776177,xiaochus/YOLOv3,https://api.github.com/repos/xiaochus/YOLOv3,597,257,False,14,15,9
301871887,xliucs/MTTS-CAN,https://api.github.com/repos/xliucs/MTTS-CAN,64,25,False,29,26,2
179556854,geohot/ai-notebooks,https://api.github.com/repos/geohot/ai-notebooks,612,127,False,57,7,0
99180492,amirziai/learning,https://api.github.com/repos/amirziai/learning,51,34,False,233,1,0
275910898,petuum/autodist,https://api.github.com/repos/petuum/autodist,119,22,False,208,11,1
252486500,DeepWisdom/AutoDL,https://api.github.com/repos/DeepWisdom/AutoDL,936,191,False,79,21,19
145675221,JacobJeppesen/RS-Net,https://api.github.com/repos/JacobJeppesen/RS-Net,47,19,False,5,5,0
107487617,yhyu13/AlphaGOZero-python-tensorflow,https://api.github.com/repos/yhyu13/AlphaGOZero-python-tensorflow,319,113,False,123,3,9
281841206,LiYangHart/Hyperparameter-Optimization-of-Machine-Learning-Algorithms,https://api.github.com/repos/LiYangHart/Hyperparameter-Optimization-of-Machine-Learning-Algorithms,785,185,False,40,0,1
213008444,wuch15/KDD-NPA,https://api.github.com/repos/wuch15/KDD-NPA,41,12,False,6,5,3
100464123,microsoft/MMdnn,https://api.github.com/repos/microsoft/MMdnn,5503,973,False,1084,324,289
362533229,CLUEbenchmark/FewCLUE,https://api.github.com/repos/CLUEbenchmark/FewCLUE,251,36,False,302,9,5
76752632,fastai/courses,https://api.github.com/repos/fastai/courses,5265,2758,False,172,28,51
211475155,IASIAI/gym-connect-four,https://api.github.com/repos/IASIAI/gym-connect-four,11,15,False,37,2,0
122286624,susantabiswas/facial-login-web,https://api.github.com/repos/susantabiswas/facial-login-web,17,12,False,107,3,6
306223408,GanAHE/GNSSAMS,https://api.github.com/repos/GanAHE/GNSSAMS,22,11,False,180,0,0
156718568,anshupandey/Computer-Vision,https://api.github.com/repos/anshupandey/Computer-Vision,11,19,False,123,0,0
313602872,deepmind/educational,https://api.github.com/repos/deepmind/educational,304,52,False,27,1,2
292645276,MarsTechHAN/keras2ncnn,https://api.github.com/repos/MarsTechHAN/keras2ncnn,70,12,False,102,13,34
337502524,vanderschaarlab/clairvoyance,https://api.github.com/repos/vanderschaarlab/clairvoyance,67,19,False,17,0,9
202028911,OpenXAIProject/PyConKorea2019-Tutorials,https://api.github.com/repos/OpenXAIProject/PyConKorea2019-Tutorials,58,20,False,54,2,1
216993861,ML-AI-Community/ml-ai,https://api.github.com/repos/ML-AI-Community/ml-ai,32,25,False,124,1,0
109047248,kbardool/Keras-frcnn,https://api.github.com/repos/kbardool/Keras-frcnn,347,289,False,160,80,26
381054694,NVIDIA-Merlin/competitions,https://api.github.com/repos/NVIDIA-Merlin/competitions,101,18,False,31,3,1
215309427,diplomado-bigdata-machinelearning-udea/Curso2,https://api.github.com/repos/diplomado-bigdata-machinelearning-udea/Curso2,14,28,False,81,0,0
67294705,aqibsaeed/Urban-Sound-Classification,https://api.github.com/repos/aqibsaeed/Urban-Sound-Classification,477,236,False,48,2,34
131354567,farismismar/Stock-Prediction,https://api.github.com/repos/farismismar/Stock-Prediction,19,13,False,25,0,1
192836380,Baymax94/children-python,https://api.github.com/repos/Baymax94/children-python,56,46,False,223,1,3
168924171,uctb/UCTB,https://api.github.com/repos/uctb/UCTB,26,10,False,240,0,10
126881529,LastAncientOne/SimpleStockAnalysisPython,https://api.github.com/repos/LastAncientOne/SimpleStockAnalysisPython,179,63,False,225,1,0
263170581,BindiChen/machine-learning,https://api.github.com/repos/BindiChen/machine-learning,303,242,False,77,0,1
80089456,oracle/Skater,https://api.github.com/repos/oracle/Skater,1012,168,False,1106,67,97
264782257,Shawn-Shan/fawkes,https://api.github.com/repos/Shawn-Shan/fawkes,4430,435,False,128,21,131
189095274,advboxes/perceptron-benchmark,https://api.github.com/repos/advboxes/perceptron-benchmark,57,14,False,78,2,1
103403966,kipoi/models,https://api.github.com/repos/kipoi/models,135,49,False,1004,39,62
274587563,amanchadha/coursera-deep-learning-specialization,https://api.github.com/repos/amanchadha/coursera-deep-learning-specialization,888,868,False,42,14,13
248506387,luogen1996/MCN,https://api.github.com/repos/luogen1996/MCN,117,21,False,79,7,5
167783484,scorelab/tensormap,https://api.github.com/repos/scorelab/tensormap,36,73,False,183,56,22
11312945,flothesof/posts,https://api.github.com/repos/flothesof/posts,18,12,False,503,0,0
137719307,krishnakartik1/LSTM-footballMatchWinner,https://api.github.com/repos/krishnakartik1/LSTM-footballMatchWinner,38,22,False,22,0,4
123977530,dmbee/seglearn,https://api.github.com/repos/dmbee/seglearn,485,52,False,283,5,24
80687858,hexiangnan/neural_collaborative_filtering,https://api.github.com/repos/hexiangnan/neural_collaborative_filtering,1423,588,False,16,49,22
101624655,emilwallner/Coloring-greyscale-images,https://api.github.com/repos/emilwallner/Coloring-greyscale-images,815,197,False,167,7,9
159215199,MikhailStartsev/deep_em_classifier,https://api.github.com/repos/MikhailStartsev/deep_em_classifier,31,12,False,22,1,4
87721075,AdityaSoni19031997/Machine-Learning,https://api.github.com/repos/AdityaSoni19031997/Machine-Learning,88,26,False,240,0,1
322210683,Tlab-seu/traffic-big-data-theory-and-applications,https://api.github.com/repos/Tlab-seu/traffic-big-data-theory-and-applications,46,19,False,36,0,0
228838577,eastmountyxz/AI-for-TensorFlow,https://api.github.com/repos/eastmountyxz/AI-for-TensorFlow,39,24,False,220,0,0
241341235,eastmountyxz/AI-for-Keras,https://api.github.com/repos/eastmountyxz/AI-for-Keras,25,11,False,234,0,0
194015136,kiharalab/DOVE,https://api.github.com/repos/kiharalab/DOVE,45,13,False,56,0,12
207585295,budapestpy-workshops/workshops,https://api.github.com/repos/budapestpy-workshops/workshops,18,15,False,97,0,0
214627715,MrinmoiHossain/Udacity-Deep-Learning-Nanodegree,https://api.github.com/repos/MrinmoiHossain/Udacity-Deep-Learning-Nanodegree,37,21,False,114,0,0
147954541,Vishal-V/100-Days-of-ML-Code,https://api.github.com/repos/Vishal-V/100-Days-of-ML-Code,82,49,False,157,0,1
142111899,codeRimoe/DL_for_RSIs,https://api.github.com/repos/codeRimoe/DL_for_RSIs,29,23,False,13,0,2
205677108,deepkashiwa20/DL-Traff-Grid,https://api.github.com/repos/deepkashiwa20/DL-Traff-Grid,24,10,False,40,1,1
130371726,sinadabiri/Deep-Semi-Supervised-GPS-Transport-Mode,https://api.github.com/repos/sinadabiri/Deep-Semi-Supervised-GPS-Transport-Mode,19,14,False,21,2,0
343777171,Shreyz-max/Video-Captioning,https://api.github.com/repos/Shreyz-max/Video-Captioning,60,11,False,23,6,5
193652854,bytedance/byteps,https://api.github.com/repos/bytedance/byteps,3056,437,False,432,100,161
367606918,nalexai/hyperlib,https://api.github.com/repos/nalexai/hyperlib,76,10,False,126,7,3
255978214,git-disl/TOG,https://api.github.com/repos/git-disl/TOG,36,16,False,39,3,19
176650380,datamachines/cuda_tensorflow_opencv,https://api.github.com/repos/datamachines/cuda_tensorflow_opencv,89,17,False,258,1,16
236627420,aws-samples/algorithmic-trading,https://api.github.com/repos/aws-samples/algorithmic-trading,116,44,False,54,1,2
125457130,fuzimaoxinan/Tensorflow-Deep-Neural-Networks,https://api.github.com/repos/fuzimaoxinan/Tensorflow-Deep-Neural-Networks,115,54,False,0,0,0
192388083,giesekow/deepvesselnet,https://api.github.com/repos/giesekow/deepvesselnet,66,26,False,32,13,2
257848517,JokerJohn/UpdatingHDmapByMonoCamera,https://api.github.com/repos/JokerJohn/UpdatingHDmapByMonoCamera,72,21,False,30,1,1
293648492,Learn-Write-Repeat/Open-contributions,https://api.github.com/repos/Learn-Write-Repeat/Open-contributions,48,455,False,1456,27,9
211819061,TUMFTM/CameraRadarFusionNet,https://api.github.com/repos/TUMFTM/CameraRadarFusionNet,243,98,False,2,23,12
197467673,AntonMu/TrainYourOwnYOLO,https://api.github.com/repos/AntonMu/TrainYourOwnYOLO,555,356,False,43,8,184
160855292,olivettigroup/materials-synthesis-generative-models,https://api.github.com/repos/olivettigroup/materials-synthesis-generative-models,44,13,False,57,2,3
296429475,hasibzunair/3D-image-classification-tutorial,https://api.github.com/repos/hasibzunair/3D-image-classification-tutorial,20,11,False,47,0,1
145785989,VulDeeLocator/VulDeeLocator,https://api.github.com/repos/VulDeeLocator/VulDeeLocator,24,17,False,293,4,1
198272563,MarlonCajamarca/Keras-LSTM-Trajectory-Prediction,https://api.github.com/repos/MarlonCajamarca/Keras-LSTM-Trajectory-Prediction,69,11,False,20,1,3
310143407,ameraner/dsen2-cr,https://api.github.com/repos/ameraner/dsen2-cr,48,17,False,12,2,6
196908472,taipeitechmmslab/MMSLAB-TF2,https://api.github.com/repos/taipeitechmmslab/MMSLAB-TF2,45,33,False,34,0,0
136078747,udacity/DSND_Term1,https://api.github.com/repos/udacity/DSND_Term1,242,730,False,60,0,7
87597396,udacity/aind2-cnn,https://api.github.com/repos/udacity/aind2-cnn,255,562,False,41,0,9
190287770,jstray/deepform,https://api.github.com/repos/jstray/deepform,69,19,False,89,1,1
90578387,udacity/aind2-dl,https://api.github.com/repos/udacity/aind2-dl,39,183,False,25,0,7
275776886,owkin/HE2RNA_code,https://api.github.com/repos/owkin/HE2RNA_code,39,24,False,3,8,3
89543824,udacity/aind2-rnn,https://api.github.com/repos/udacity/aind2-rnn,47,286,False,41,0,7
167014191,ivanDonadello/Food-Categories-Classification,https://api.github.com/repos/ivanDonadello/Food-Categories-Classification,43,10,False,70,0,2
138389538,bachhavpramod/bandwidth_extension,https://api.github.com/repos/bachhavpramod/bandwidth_extension,30,17,False,30,2,1
416559888,CLUEbenchmark/KgCLUE,https://api.github.com/repos/CLUEbenchmark/KgCLUE,127,32,False,118,7,3
62860862,GeoPyTool/GeoPyTool,https://api.github.com/repos/GeoPyTool/GeoPyTool,156,47,False,619,9,8
140285687,osmr/imgclsmob,https://api.github.com/repos/osmr/imgclsmob,2454,499,False,2476,10,84
53220938,TadasBaltrusaitis/OpenFace,https://api.github.com/repos/TadasBaltrusaitis/OpenFace,5456,1672,False,733,285,677
76486613,keunwoochoi/kapre,https://api.github.com/repos/keunwoochoi/kapre,801,140,False,195,13,82
109369277,deeplearningturkiye/pratik-derin-ogrenme-uygulamalari,https://api.github.com/repos/deeplearningturkiye/pratik-derin-ogrenme-uygulamalari,215,143,False,72,3,1
314392735,aws-samples/annotate-medical-images-in-dicom-server-and-build-ml-models-on-amazon-sagemaker,https://api.github.com/repos/aws-samples/annotate-medical-images-in-dicom-server-and-build-ml-models-on-amazon-sagemaker,16,10,False,54,4,2
12484192,berak/opencv_smallfry,https://api.github.com/repos/berak/opencv_smallfry,56,24,False,269,0,4
90988507,svalleco/3Dgan,https://api.github.com/repos/svalleco/3Dgan,13,17,False,76,1,2
96467284,kipoi/kipoi,https://api.github.com/repos/kipoi/kipoi,201,38,False,1325,54,261
130426795,vermaMachineLearning/keras-deep-graph-learning,https://api.github.com/repos/vermaMachineLearning/keras-deep-graph-learning,91,51,False,16,9,0
79046023,yu4u/dnn-watermark,https://api.github.com/repos/yu4u/dnn-watermark,82,28,False,5,6,4
120715878,eplt/deep-learning-coursera-complete,https://api.github.com/repos/eplt/deep-learning-coursera-complete,104,81,False,12,0,2
421777252,prakharg24/yoloret,https://api.github.com/repos/prakharg24/yoloret,61,16,False,6,0,7
223841996,kimmo1019/DeepCDR,https://api.github.com/repos/kimmo1019/DeepCDR,39,11,False,35,0,0
243544498,sischei/DeepEquilibriumNets,https://api.github.com/repos/sischei/DeepEquilibriumNets,35,18,False,24,0,0
173302826,giangtranml/ml-from-scratch,https://api.github.com/repos/giangtranml/ml-from-scratch,157,112,False,16,0,0
366466238,blueberrymusic/Deep-Learning-A-Visual-Approach,https://api.github.com/repos/blueberrymusic/Deep-Learning-A-Visual-Approach,145,54,False,97,0,0
146249711,stanfordnlp/phrasenode,https://api.github.com/repos/stanfordnlp/phrasenode,30,12,False,30,1,6
183990998,zhufz/nlp_research,https://api.github.com/repos/zhufz/nlp_research,165,49,False,228,1,0
252286881,gregorLen/AnfisTensorflow2.0,https://api.github.com/repos/gregorLen/AnfisTensorflow2.0,12,10,False,71,4,5
241893659,thilowrona/seismic_deep_learning,https://api.github.com/repos/thilowrona/seismic_deep_learning,75,27,False,269,2,1
256523025,kmkarakaya/Deep-Learning-Tutorials,https://api.github.com/repos/kmkarakaya/Deep-Learning-Tutorials,13,17,False,288,0,0
87314289,Sentdex/pygta5,https://api.github.com/repos/Sentdex/pygta5,3660,823,False,97,2,124
134330190,qubvel/classification_models,https://api.github.com/repos/qubvel/classification_models,1065,286,False,110,31,32
298277482,AI-HPC-Research-Team/AIPerf,https://api.github.com/repos/AI-HPC-Research-Team/AIPerf,43,17,False,52,0,1
194924868,ornlpmcp/ASCENDS,https://api.github.com/repos/ornlpmcp/ASCENDS,40,16,False,134,3,6
268801687,fastmachinelearning/hls4ml-tutorial,https://api.github.com/repos/fastmachinelearning/hls4ml-tutorial,96,50,False,63,8,10
324327175,y33-j3T/Coursera-Deep-Learning,https://api.github.com/repos/y33-j3T/Coursera-Deep-Learning,102,127,False,101,3,0
63896496,ijmarshall/robotreviewer,https://api.github.com/repos/ijmarshall/robotreviewer,90,46,False,632,14,23
185827629,sayakpaul/TF-2.0-Hacks,https://api.github.com/repos/sayakpaul/TF-2.0-Hacks,375,81,False,162,0,2
189990929,sjliu68/Remote-Sensing-Image-Classification,https://api.github.com/repos/sjliu68/Remote-Sensing-Image-Classification,51,29,False,73,0,0
129887529,hammerlab/cytokit,https://api.github.com/repos/hammerlab/cytokit,95,18,False,301,11,22
124682643,stared/livelossplot,https://api.github.com/repos/stared/livelossplot,1156,140,False,330,6,70
138826968,XiaoMi/mace,https://api.github.com/repos/XiaoMi/mace,4564,789,False,3344,51,617
172515605,wadpac/SleepStageClassification,https://api.github.com/repos/wadpac/SleepStageClassification,20,10,False,0,0,0
245944679,nlpai-lab/nlp-bible-code,https://api.github.com/repos/nlpai-lab/nlp-bible-code,17,15,False,4,1,0
118185525,big-data-lab-umbc/cybertraining,https://api.github.com/repos/big-data-lab-umbc/cybertraining,10,36,False,432,0,0
186372873,sunghoonhong/AirsimDRL,https://api.github.com/repos/sunghoonhong/AirsimDRL,54,18,False,27,4,7
315238986,ashishpatel26/satellite-Image-Semantic-Segmentation-Unet-Tensorflow-keras,https://api.github.com/repos/ashishpatel26/satellite-Image-Semantic-Segmentation-Unet-Tensorflow-keras,30,10,False,25,0,0
161032303,kusiwu/Resnet50-Cifar10-Python-Keras,https://api.github.com/repos/kusiwu/Resnet50-Cifar10-Python-Keras,13,12,False,5,1,1
192590355,microsoft/MCW-ML-Ops,https://api.github.com/repos/microsoft/MCW-ML-Ops,130,123,False,217,0,44
133859995,microsoft/MCW-Analyzing-text-with-Azure-Machine-Learning-and-Cognitive-Services,https://api.github.com/repos/microsoft/MCW-Analyzing-text-with-Azure-Machine-Learning-and-Cognitive-Services,75,89,False,335,0,37
301702823,Adeel-Intizar/Xtreme-Vision,https://api.github.com/repos/Adeel-Intizar/Xtreme-Vision,73,20,False,89,4,8
133658556,jorditorresBCN/Deep-Learning-Introduccion-practica-con-Keras,https://api.github.com/repos/jorditorresBCN/Deep-Learning-Introduccion-practica-con-Keras,33,29,False,38,2,0
