id,full_name,url,stars,forks
45717250,tensorflow/tensorflow,https://api.github.com/repos/tensorflow/tensorflow,162647,86282
51117837,tensorflow/models,https://api.github.com/repos/tensorflow/models,72662,45437
33015583,keras-team/keras,https://api.github.com/repos/keras-team/keras,53882,18986
155220641,huggingface/transformers,https://api.github.com/repos/huggingface/transformers,57707,13641
51863547,ageron/handson-ml,https://api.github.com/repos/ageron/handson-ml,23969,12649
114747226,deepfakes/faceswap,https://api.github.com/repos/deepfakes/faceswap,40256,11485
47042287,codebasics/py,https://api.github.com/repos/codebasics/py,4396,11419
83119431,apachecn/AiLearning,https://api.github.com/repos/apachecn/AiLearning,32639,10734
107595270,matterport/Mask_RCNN,https://api.github.com/repos/matterport/Mask_RCNN,21212,10486
30907774,spmallick/learnopencv,https://api.github.com/repos/spmallick/learnopencv,15627,9850
164554832,ageron/handson-ml2,https://api.github.com/repos/ageron/handson-ml2,19280,9460
154747577,google-research/bert,https://api.github.com/repos/google-research/bert,30300,8510
264818686,ultralytics/yolov5,https://api.github.com/repos/ultralytics/yolov5,21813,7706
102523304,fchollet/deep-learning-with-python-notebooks,https://api.github.com/repos/fchollet/deep-learning-with-python-notebooks,14761,7266
29749635,donnemartin/data-science-ipython-notebooks,https://api.github.com/repos/donnemartin/data-science-ipython-notebooks,22395,6958
24976755,hankcs/HanLP,https://api.github.com/repos/hankcs/HanLP,24932,6644
50450433,udacity/machine-learning,https://api.github.com/repos/udacity/machine-learning,3635,6324
141200054,tensorflow/examples,https://api.github.com/repos/tensorflow/examples,5791,5986
59944455,MorvanZhou/tutorials,https://api.github.com/repos/MorvanZhou/tutorials,9694,5542
22489033,lazyprogrammer/machine_learning_examples,https://api.github.com/repos/lazyprogrammer/machine_learning_examples,6541,5536
171490796,lmoroney/dlaicourse,https://api.github.com/repos/lmoroney/dlaicourse,5414,5510
83286964,Yorko/mlcourse.ai,https://api.github.com/repos/Yorko/mlcourse.ai,8032,5309
99805855,Kulbear/deep-learning-coursera,https://api.github.com/repos/Kulbear/deep-learning-coursera,6664,5277
151619717,google-research/google-research,https://api.github.com/repos/google-research/google-research,21768,5128
147386085,udacity/deep-learning-v2-pytorch,https://api.github.com/repos/udacity/deep-learning-v2-pytorch,4494,4975
129317474,tensorflow/docs,https://api.github.com/repos/tensorflow/docs,5070,4785
56459948,GoogleCloudPlatform/training-data-analyst,https://api.github.com/repos/GoogleCloudPlatform/training-data-analyst,5793,4622
78865098,udacity/deep-learning,https://api.github.com/repos/udacity/deep-learning,3806,4453
120360765,chromium/chromium,https://api.github.com/repos/chromium/chromium,11432,4417
92491922,susanli2016/Machine-Learning-with-Python,https://api.github.com/repos/susanli2016/Machine-Learning-with-Python,3392,4198
46374199,IntelRealSense/librealsense,https://api.github.com/repos/IntelRealSense/librealsense,5728,4085
192155460,dragen1860/Deep-Learning-with-TensorFlow-book,https://api.github.com/repos/dragen1860/Deep-Learning-with-TensorFlow-book,12189,3959
164933187,trainindata/deploying-machine-learning-models,https://api.github.com/repos/trainindata/deploying-machine-learning-models,414,3949
81887991,microsoft/AirSim,https://api.github.com/repos/microsoft/AirSim,12670,3587
221723816,WZMIAOMIAO/deep-learning-for-image-processing,https://api.github.com/repos/WZMIAOMIAO/deep-learning-for-image-processing,6391,3134
146165888,ultralytics/yolov3,https://api.github.com/repos/ultralytics/yolov3,8289,3068
96913967,eriklindernoren/Keras-GAN,https://api.github.com/repos/eriklindernoren/Keras-GAN,8550,3047
151430926,Aniket965/Hello-world,https://api.github.com/repos/Aniket965/Hello-world,1456,3005
50881110,aimacode/aima-python,https://api.github.com/repos/aimacode/aima-python,6229,2988
76752632,fastai/courses,https://api.github.com/repos/fastai/courses,5265,2758
136202695,mlflow/mlflow,https://api.github.com/repos/mlflow/mlflow,11218,2485
134300570,IBM/claimed,https://api.github.com/repos/IBM/claimed,1407,2478
60849305,nfmcclure/tensorflow_cookbook,https://api.github.com/repos/nfmcclure/tensorflow_cookbook,6000,2465
64878964,fchollet/deep-learning-models,https://api.github.com/repos/fchollet/deep-learning-models,7023,2443
70746484,apache/tvm,https://api.github.com/repos/apache/tvm,7664,2376
65932217,priya-dwivedi/Deep-Learning,https://api.github.com/repos/priya-dwivedi/Deep-Learning,3073,2344
64573324,jeffheaton/t81_558_deep_learning,https://api.github.com/repos/jeffheaton/t81_558_deep_learning,4285,2331
129874045,vipstone/faceai,https://api.github.com/repos/vipstone/faceai,9326,2328
74505259,slundberg/shap,https://api.github.com/repos/slundberg/shap,15357,2318
168269440,dragen1860/TensorFlow-2.x-Tutorials,https://api.github.com/repos/dragen1860/TensorFlow-2.x-Tutorials,6118,2180
78670728,caicloud/tensorflow-tutorial,https://api.github.com/repos/caicloud/tensorflow-tutorial,2949,2153
131881622,NVIDIA/DeepLearningExamples,https://api.github.com/repos/NVIDIA/DeepLearningExamples,7586,2149
147919799,yandexdataschool/nlp_course,https://api.github.com/repos/yandexdataschool/nlp_course,7658,2143
149430917,microsoft/recommenders,https://api.github.com/repos/microsoft/recommenders,12149,2105
145148726,Azure/MachineLearningNotebooks,https://api.github.com/repos/Azure/MachineLearningNotebooks,2838,2056
174692116,czy36mengfei/tensorflow2_tutorials_chinese,https://api.github.com/repos/czy36mengfei/tensorflow2_tutorials_chinese,7318,2030
99846383,horovod/horovod,https://api.github.com/repos/horovod/horovod,12102,2005
100249425,fizyr/keras-retinanet,https://api.github.com/repos/fizyr/keras-retinanet,4263,1964
123870583,tensorflow/tfjs-examples,https://api.github.com/repos/tensorflow/tfjs-examples,5547,1946
172895110,joanby/machinelearning-az,https://api.github.com/repos/joanby/machinelearning-az,208,1912
125932201,OlafenwaMoses/ImageAI,https://api.github.com/repos/OlafenwaMoses/ImageAI,6815,1905
93438176,ZoranPandovski/al-go-rithms,https://api.github.com/repos/ZoranPandovski/al-go-rithms,1144,1833
48593532,tensorpack/tensorpack,https://api.github.com/repos/tensorpack/tensorpack,6154,1827
99190133,susanli2016/NLP-with-Python,https://api.github.com/repos/susanli2016/NLP-with-Python,2225,1776
13509108,mozilla/gecko-dev,https://api.github.com/repos/mozilla/gecko-dev,2353,1684
53220938,TadasBaltrusaitis/OpenFace,https://api.github.com/repos/TadasBaltrusaitis/OpenFace,5456,1672
123870315,tensorflow/tfjs,https://api.github.com/repos/tensorflow/tfjs,15942,1670
96946693,tensorflow/tpu,https://api.github.com/repos/tensorflow/tpu,4633,1659
401780066,girlscript/winter-of-contributing,https://api.github.com/repos/girlscript/winter-of-contributing,929,1658
204086862,streamlit/streamlit,https://api.github.com/repos/streamlit/streamlit,17588,1583
81460066,oarriaga/face_classification,https://api.github.com/repos/oarriaga/face_classification,5180,1563
135673451,microsoft/nni,https://api.github.com/repos/microsoft/nni,10937,1551
98725685,dipanjanS/practical-machine-learning-with-python,https://api.github.com/repos/dipanjanS/practical-machine-learning-with-python,1881,1532
20367809,jdwittenauer/ipython-notebooks,https://api.github.com/repos/jdwittenauer/ipython-notebooks,2542,1503
115397686,fo40225/tensorflow-windows-wheel,https://api.github.com/repos/fo40225/tensorflow-windows-wheel,3454,1496
97159209,TarrySingh/Artificial-Intelligence-Deep-Learning-Machine-Learning-Tutorials,https://api.github.com/repos/TarrySingh/Artificial-Intelligence-Deep-Learning-Machine-Learning-Tutorials,2996,1483
91379993,tensorflow/tensorboard,https://api.github.com/repos/tensorflow/tensorboard,5762,1472
79821807,yandexdataschool/Practical_RL,https://api.github.com/repos/yandexdataschool/Practical_RL,4797,1463
153251691,Ishaan28malik/Hacktoberfest-2021,https://api.github.com/repos/Ishaan28malik/Hacktoberfest-2021,534,1427
156939672,microsoft/onnxruntime,https://api.github.com/repos/microsoft/onnxruntime,6197,1426
111340129,keras-team/autokeras,https://api.github.com/repos/keras-team/autokeras,8321,1349
68254498,cleverhans-lab/cleverhans,https://api.github.com/repos/cleverhans-lab/cleverhans,5394,1347
62458409,keras-rl/keras-rl,https://api.github.com/repos/keras-rl/keras-rl,5200,1329
250184708,aladdinpersson/Machine-Learning-Collection,https://api.github.com/repos/aladdinpersson/Machine-Learning-Collection,2926,1323
107789579,enggen/Deep-Learning-Coursera,https://api.github.com/repos/enggen/Deep-Learning-Coursera,1483,1318
190687137,rasbt/python-machine-learning-book-3rd-edition,https://api.github.com/repos/rasbt/python-machine-learning-book-3rd-edition,2993,1312
64746852,leriomaggio/deep-learning-keras-tensorflow,https://api.github.com/repos/leriomaggio/deep-learning-keras-tensorflow,2874,1288
43098215,deepchem/deepchem,https://api.github.com/repos/deepchem/deepchem,3409,1264
170777132,instillai/machine-learning-course,https://api.github.com/repos/instillai/machine-learning-course,6826,1257
106376499,nndl/exercise,https://api.github.com/repos/nndl/exercise,2687,1241
159290799,OUCMachineLearning/OUCML,https://api.github.com/repos/OUCMachineLearning/OUCML,4000,1239
136265021,albumentations-team/albumentations,https://api.github.com/repos/albumentations-team/albumentations,9613,1233
77337403,ndrplz/self-driving-car,https://api.github.com/repos/ndrplz/self-driving-car,2151,1228
261861733,keras-team/keras-io,https://api.github.com/repos/keras-team/keras-io,1355,1210
184657328,NVIDIA/TensorRT,https://api.github.com/repos/NVIDIA/TensorRT,4829,1199
167349656,FederatedAI/FATE,https://api.github.com/repos/FederatedAI/FATE,3912,1156
133100880,kubeflow/pipelines,https://api.github.com/repos/kubeflow/pipelines,2676,1149
76095264,autorope/donkeycar,https://api.github.com/repos/autorope/donkeycar,2210,1139
112676803,apple/turicreate,https://api.github.com/repos/apple/turicreate,10571,1120
262236251,SR-Sunny-Raj/Hacktoberfest2021-DSA,https://api.github.com/repos/SR-Sunny-Raj/Hacktoberfest2021-DSA,242,1108
36804486,tqdm/tqdm,https://api.github.com/repos/tqdm/tqdm,21075,1073
125475834,YCG09/chinese_ocr,https://api.github.com/repos/YCG09/chinese_ocr,2478,1068
127184470,ambujraj/hacktoberfest2018,https://api.github.com/repos/ambujraj/hacktoberfest2018,140,1068
271928198,MicrosoftDocs/ml-basics,https://api.github.com/repos/MicrosoftDocs/ml-basics,1019,1054
274711817,TesseractCoding/NeoAlgo,https://api.github.com/repos/TesseractCoding/NeoAlgo,772,1049
103934044,RasaHQ/rasa_core,https://api.github.com/repos/RasaHQ/rasa_core,2303,1045
299900184,bhaveshlohana/HacktoberFest2020-Contributions,https://api.github.com/repos/bhaveshlohana/HacktoberFest2020-Contributions,189,1044
105699750,yzhao062/pyod,https://api.github.com/repos/yzhao062/pyod,5224,1031
161455005,alibaba/x-deeplearning,https://api.github.com/repos/alibaba/x-deeplearning,3985,1009
147851824,aws-samples/eks-workshop,https://api.github.com/repos/aws-samples/eks-workshop,657,1007
111113343,deepmipt/DeepPavlov,https://api.github.com/repos/deepmipt/DeepPavlov,5581,1003
85625701,divamgupta/image-segmentation-keras,https://api.github.com/repos/divamgupta/image-segmentation-keras,2367,1003
41762759,lukas/ml-class,https://api.github.com/repos/lukas/ml-class,1750,998
65924871,probml/pyprobml,https://api.github.com/repos/probml/pyprobml,4247,986
100464123,microsoft/MMdnn,https://api.github.com/repos/microsoft/MMdnn,5503,973
91730359,GoogleCloudPlatform/professional-services,https://api.github.com/repos/GoogleCloudPlatform/professional-services,1982,965
66823715,intel-analytics/BigDL,https://api.github.com/repos/intel-analytics/BigDL,3833,964
79584587,yahoo/TensorFlowOnSpark,https://api.github.com/repos/yahoo/TensorFlowOnSpark,3756,964
108053674,tensorflow/probability,https://api.github.com/repos/tensorflow/probability,3583,963
86998847,pierluigiferrari/ssd_keras,https://api.github.com/repos/pierluigiferrari/ssd_keras,1777,929
93728104,NTMC-Community/MatchZoo,https://api.github.com/repos/NTMC-Community/MatchZoo,3591,914
135753620,keras-team/keras-applications,https://api.github.com/repos/keras-team/keras-applications,1917,912
148238105,deeplearningzerotoall/TensorFlow,https://api.github.com/repos/deeplearningzerotoall/TensorFlow,243,907
118620583,mozilla/TTS,https://api.github.com/repos/mozilla/TTS,5596,901
174698235,thunil/TecoGAN,https://api.github.com/repos/thunil/TecoGAN,4429,888
212158024,atyant-yadav/Hacktoberfest2020,https://api.github.com/repos/atyant-yadav/Hacktoberfest2020,222,876
274587563,amanchadha/coursera-deep-learning-specialization,https://api.github.com/repos/amanchadha/coursera-deep-learning-specialization,888,868
164818957,fengdu78/machine_learning_beginner,https://api.github.com/repos/fengdu78/machine_learning_beginner,1782,867
185701977,huaweicloud/ModelArts-Lab,https://api.github.com/repos/huaweicloud/ModelArts-Lab,891,867
136181543,qubvel/segmentation_models,https://api.github.com/repos/qubvel/segmentation_models,3670,866
128623159,experiencor/keras-yolo3,https://api.github.com/repos/experiencor/keras-yolo3,1547,866
69576253,GoogleCloudPlatform/cloudml-samples,https://api.github.com/repos/GoogleCloudPlatform/cloudml-samples,1453,866
240943599,GoogleCloudPlatform/mlops-on-gcp,https://api.github.com/repos/GoogleCloudPlatform/mlops-on-gcp,381,865
85799683,christophM/interpretable-ml-book,https://api.github.com/repos/christophM/interpretable-ml-book,4003,848
52899913,mdbloice/Augmentor,https://api.github.com/repos/mdbloice/Augmentor,4620,840
191218511,bnsreenu/python_for_microscopists,https://api.github.com/repos/bnsreenu/python_for_microscopists,1201,835
87314289,Sentdex/pygta5,https://api.github.com/repos/Sentdex/pygta5,3660,823
115182783,shaoanlu/faceswap-GAN,https://api.github.com/repos/shaoanlu/faceswap-GAN,3111,814
225545436,datawhalechina/competition-baseline,https://api.github.com/repos/datawhalechina/competition-baseline,2605,795
204388414,bojone/bert4keras,https://api.github.com/repos/bojone/bert4keras,4091,794
130670507,TrickyGo/Dive-into-DL-TensorFlow2.0,https://api.github.com/repos/TrickyGo/Dive-into-DL-TensorFlow2.0,3405,793
67353330,esokolov/ml-course-hse,https://api.github.com/repos/esokolov/ml-course-hse,1835,791
313476213,https-deeplearning-ai/machine-learning-engineering-for-production-public,https://api.github.com/repos/https-deeplearning-ai/machine-learning-engineering-for-production-public,703,791
34359697,google/earthengine-api,https://api.github.com/repos/google/earthengine-api,1758,790
138826968,XiaoMi/mace,https://api.github.com/repos/XiaoMi/mace,4564,789
244029618,data-science-on-aws/oreilly_book,https://api.github.com/repos/data-science-on-aws/oreilly_book,2468,786
125381318,Trusted-AI/adversarial-robustness-toolbox,https://api.github.com/repos/Trusted-AI/adversarial-robustness-toolbox,2766,770
101630813,jiqizhixin/ML-Tutorial-Experiment,https://api.github.com/repos/jiqizhixin/ML-Tutorial-Experiment,2494,760
326945989,codebasics/deep-learning-keras-tf-tutorial,https://api.github.com/repos/codebasics/deep-learning-keras-tf-tutorial,252,757
118919576,AppliedDataSciencePartners/DeepReinforcementLearning,https://api.github.com/repos/AppliedDataSciencePartners/DeepReinforcementLearning,1905,743
107039749,hse-aml/intro-to-dl,https://api.github.com/repos/hse-aml/intro-to-dl,753,737
125326602,PacktPublishing/Advanced-Deep-Learning-with-Keras,https://api.github.com/repos/PacktPublishing/Advanced-Deep-Learning-with-Keras,1202,730
136078747,udacity/DSND_Term1,https://api.github.com/repos/udacity/DSND_Term1,242,730
88967358,PacktPublishing/Deep-Learning-with-Keras,https://api.github.com/repos/PacktPublishing/Deep-Learning-with-Keras,1033,727
239201565,serengil/deepface,https://api.github.com/repos/serengil/deepface,3140,721
100627890,tensorflow/workshops,https://api.github.com/repos/tensorflow/workshops,1459,714
90328920,intel-analytics/analytics-zoo,https://api.github.com/repos/intel-analytics/analytics-zoo,2466,712
69185281,dipanjanS/text-analytics-with-python,https://api.github.com/repos/dipanjanS/text-analytics-with-python,1337,707
168629464,MiracleYoung/You-are-Pythonista,https://api.github.com/repos/MiracleYoung/You-are-Pythonista,620,699
130690315,huseinzol05/NLP-Models-Tensorflow,https://api.github.com/repos/huseinzol05/NLP-Models-Tensorflow,1613,698
67865666,tdeboissiere/DeepLearningImplementations,https://api.github.com/repos/tdeboissiere/DeepLearningImplementations,1798,684
300091001,bajajvinamr/HacktoberFest2020,https://api.github.com/repos/bajajvinamr/HacktoberFest2020,144,684
109844661,erhwenkuo/deep-learning-with-keras-notebooks,https://api.github.com/repos/erhwenkuo/deep-learning-with-keras-notebooks,2078,680
151525500,sql-machine-learning/sqlflow,https://api.github.com/repos/sql-machine-learning/sqlflow,4440,660
79976022,keras-team/keras-contrib,https://api.github.com/repos/keras-team/keras-contrib,1536,656
129079364,HeroKillerEver/coursera-deep-learning,https://api.github.com/repos/HeroKillerEver/coursera-deep-learning,587,654
106319167,salimt/Courses-,https://api.github.com/repos/salimt/Courses-,518,653
122299416,optuna/optuna,https://api.github.com/repos/optuna/optuna,5898,651
85382048,adventuresinML/adventures-in-ml-code,https://api.github.com/repos/adventuresinML/adventures-in-ml-code,1020,641
73519205,raghakot/keras-vis,https://api.github.com/repos/raghakot/keras-vis,2912,640
62279451,shenweichen/Coursera,https://api.github.com/repos/shenweichen/Coursera,815,632
114898943,SeldonIO/seldon-core,https://api.github.com/repos/SeldonIO/seldon-core,2900,630
164386792,DjangoPeng/tensorflow-101,https://api.github.com/repos/DjangoPeng/tensorflow-101,414,629
88561872,the-deep-learners/TensorFlow-LiveLessons,https://api.github.com/repos/the-deep-learners/TensorFlow-LiveLessons,818,621
81119174,small-yellow-duck/keras-frcnn,https://api.github.com/repos/small-yellow-duck/keras-frcnn,26,617
80655163,ellisdg/3DUnetCNN,https://api.github.com/repos/ellisdg/3DUnetCNN,1455,613
172026944,davidADSP/GDL_code,https://api.github.com/repos/davidADSP/GDL_code,1170,605
119894375,kubeflow/examples,https://api.github.com/repos/kubeflow/examples,1111,605
157936206,tensorflow/agents,https://api.github.com/repos/tensorflow/agents,2175,595
80687858,hexiangnan/neural_collaborative_filtering,https://api.github.com/repos/hexiangnan/neural_collaborative_filtering,1423,588
42408083,dask/distributed,https://api.github.com/repos/dask/distributed,1295,586
87597396,udacity/aind2-cnn,https://api.github.com/repos/udacity/aind2-cnn,255,562
72886408,rykov8/ssd_keras,https://api.github.com/repos/rykov8/ssd_keras,1108,561
119573866,lukalabs/cakechat,https://api.github.com/repos/lukalabs/cakechat,1495,560
3694405,NVIDIA-developer-blog/code-samples,https://api.github.com/repos/NVIDIA-developer-blog/code-samples,914,555
96311842,serengil/tensorflow-101,https://api.github.com/repos/serengil/tensorflow-101,778,554
103813232,JudasDie/deeplearning.ai,https://api.github.com/repos/JudasDie/deeplearning.ai,621,551
169116405,tensorflow/tfx,https://api.github.com/repos/tensorflow/tfx,1691,539
159249114,tensorflow/addons,https://api.github.com/repos/tensorflow/addons,1438,538
24528468,vaexio/vaex,https://api.github.com/repos/vaexio/vaex,6895,535
90821710,amir-abdi/keras_to_tensorflow,https://api.github.com/repos/amir-abdi/keras_to_tensorflow,1618,533
139064580,tensorflow/adanet,https://api.github.com/repos/tensorflow/adanet,3356,527
75532543,sachinruk/deepschool.io,https://api.github.com/repos/sachinruk/deepschool.io,1782,527
69674683,transcranial/keras-js,https://api.github.com/repos/transcranial/keras-js,4861,523
68285870,yandexdataschool/Practical_DL,https://api.github.com/repos/yandexdataschool/Practical_DL,1121,516
112659144,microsoft/AutonomousDrivingCookbook,https://api.github.com/repos/microsoft/AutonomousDrivingCookbook,1959,514
