id,full_name,url,stars,forks,commit,openIssue,closedIssue,collaborators
49643229,GPflow/GPflow,https://api.github.com/repos/GPflow/GPflow,1586,415,2274,102,624,67
148221325,tensorflow/datasets,https://api.github.com/repos/tensorflow/datasets,3151,1201,4651,314,615,224
51620087,davidsandberg/facenet,https://api.github.com/repos/davidsandberg/facenet,12284,4704,566,483,615,27
138826968,XiaoMi/mace,https://api.github.com/repos/XiaoMi/mace,4568,789,3328,43,612,48
249107601,TensorSpeech/TensorFlowTTS,https://api.github.com/repos/TensorSpeech/TensorFlowTTS,2486,557,769,21,609,30
74505259,slundberg/shap,https://api.github.com/repos/slundberg/shap,15424,2329,2011,1257,571,125
58157629,magenta/magenta,https://api.github.com/repos/magenta/magenta,17402,3579,1397,295,570,139
182067506,kedro-org/kedro,https://api.github.com/repos/kedro-org/kedro,6456,606,1434,44,565,131
125381318,Trusted-AI/adversarial-robustness-toolbox,https://api.github.com/repos/Trusted-AI/adversarial-robustness-toolbox,2777,776,9414,76,560,73
95862535,apple/coremltools,https://api.github.com/repos/apple/coremltools,2545,399,911,316,549,94
104670986,JohnSnowLabs/spark-nlp,https://api.github.com/repos/JohnSnowLabs/spark-nlp,2610,534,14014,71,541,86
106987831,hacktoberfest17/programming,https://api.github.com/repos/hacktoberfest17/programming,286,784,1211,271,537,347
149430917,microsoft/recommenders,https://api.github.com/repos/microsoft/recommenders,12186,2116,7343,123,532,78
135230742,MaybeShewill-CV/lanenet-lane-detection,https://api.github.com/repos/MaybeShewill-CV/lanenet-lane-detection,1725,779,174,8,509,5
111113343,deepmipt/DeepPavlov,https://api.github.com/repos/deepmipt/DeepPavlov,5592,1005,2611,101,503,63
40307735,flatironinstitute/CaImAn,https://api.github.com/repos/flatironinstitute/CaImAn,441,294,3858,16,494,47
178976529,bentoml/BentoML,https://api.github.com/repos/bentoml/BentoML,3191,374,1525,48,492,97
169116405,tensorflow/tfx,https://api.github.com/repos/tensorflow/tfx,1695,542,4093,234,489,115
170580540,pyro-ppl/numpyro,https://api.github.com/repos/pyro-ppl/numpyro,1289,130,960,34,479,55
247295191,open-mmlab/OpenPCDet,https://api.github.com/repos/open-mmlab/OpenPCDet,2337,738,303,215,473,21
129936360,PennyLaneAI/pennylane,https://api.github.com/repos/PennyLaneAI/pennylane,1156,345,2349,103,468,85
65791375,thtrieu/darkflow,https://api.github.com/repos/thtrieu/darkflow,5958,2101,543,599,467,26
91573538,testerSunshine/12306,https://api.github.com/repos/testerSunshine/12306,30563,9490,435,209,464,21
131881622,NVIDIA/DeepLearningExamples,https://api.github.com/repos/NVIDIA/DeepLearningExamples,7615,2154,1075,122,452,79
60626727,tensorlayer/TensorLayer,https://api.github.com/repos/tensorlayer/TensorLayer,6816,1524,3350,20,438,89
252778465,NVIDIA-Merlin/NVTabular,https://api.github.com/repos/NVIDIA-Merlin/NVTabular,646,100,831,170,435,32
18302786,IDSIA/sacred,https://api.github.com/repos/IDSIA/sacred,3716,346,1315,96,427,87
125932201,OlafenwaMoses/ImageAI,https://api.github.com/repos/OlafenwaMoses/ImageAI,6818,1903,292,243,426,12
222796322,twosixlabs/armory,https://api.github.com/repos/twosixlabs/armory,92,40,475,85,424,15
68254498,cleverhans-lab/cleverhans,https://api.github.com/repos/cleverhans-lab/cleverhans,5399,1350,3201,21,422,110
157936206,tensorflow/agents,https://api.github.com/repos/tensorflow/agents,2180,596,2008,107,419,102
301903883,huawei-noah/SMARTS,https://api.github.com/repos/huawei-noah/SMARTS,517,103,330,202,417,11
148566613,mlcommons/inference,https://api.github.com/repos/mlcommons/inference,573,331,1258,78,402,76
235860204,microsoft/DeepSpeed,https://api.github.com/repos/microsoft/DeepSpeed,6270,717,872,374,399,90
249615315,nnstreamer/nntrainer,https://api.github.com/repos/nnstreamer/nntrainer,64,32,1850,148,396,14
